"vtkValidPointMask",t,"Point Coordinates:0",y,"Point Coordinates:2"
1,0,0,0,0
1,0.010000000000000000208,0,-0.00096599146490916609764,0
1,0.020000000000000000416,0,-0.0028824184555560350418,0
1,0.030000000000000002359,0,-0.0057341284118592739105,0
1,0.040000000000000000833,0,-0.0093258749693632125854,0
1,0.049999999999999995837,0,-0.013644915074110031128,0
1,0.059999999999999990841,0,-0.018695646896958351135,0
1,0.069999999999999992784,0,-0.024300739169120788574,0
1,0.080000000000000001665,0,-0.030508330091834068298,0
1,0.090000000000000010547,0,-0.037212174385786056519,0
1,0.10000000000000001943,0,-0.044266290962696075439,0
1,0.11000000000000002831,0,-0.051795072853565216064,0
1,0.12000000000000003719,0,-0.059717033058404922485,0
1,0.1300000000000000322,0,-0.067916058003902435303,0
1,0.14000000000000004108,0,-0.076315209269523620605,0
1,0.15000000000000004996,0,-0.084882155060768127441,0
1,0.16000000000000005884,1.1564823453213817171e-20,-0.093767292797565460205,0
1,0.17000000000000006772,1.1564823453213817171e-20,-0.10288148373365402222,0
1,0.18000000000000007661,1.1564823453213817171e-20,-0.11216437816619873047,0
1,0.19000000000000008549,1.1564823453213817171e-20,-0.12157289683818817139,0
1,0.20000000000000009437,1.1564823453213817171e-20,-0.13107785582542419434,0
1,0.21000000000000010325,1.1564823453213817171e-20,-0.14065925776958465576,0
1,0.22000000000000011213,1.1564823453213817171e-20,-0.15030294656753540039,0
1,0.23000000000000012101,1.1564823453213817171e-20,-0.15999838709831237793,0
1,0.2400000000000001299,1.1564823453213817171e-20,-0.16973496973514556885,0
1,0.25000000000000011102,1.1564823453213817171e-20,-0.17950114607810974121,0
1,0.2600000000000001199,9.2518587625710537366e-20,-0.18929092586040496826,0
1,0.27000000000000012879,9.2518587625710537366e-20,-0.19910182058811187744,0
1,0.28000000000000013767,9.2518587625710537366e-20,-0.20893166959285736084,0
1,0.29000000000000014655,9.2518587625710537366e-20,-0.21877853572368621826,0
1,0.30000000000000015543,9.2518587625710537366e-20,-0.22864072024822235107,0
1,0.31000000000000016431,9.2518587625710537366e-20,-0.23851667344570159912,0
1,0.32000000000000017319,9.2518587625710537366e-20,-0.24840502440929412842,0
1,0.33000000000000018208,9.2518587625710537366e-20,-0.25830453634262084961,0
1,0.34000000000000019096,9.2518587625710537366e-20,-0.26821407675743103027,0
1,0.35000000000000019984,9.2518587625710537366e-20,-0.27813264727592468262,0
1,0.36000000000000020872,9.2518587625710537366e-20,-0.28805935382843017578,0
1,0.3700000000000002176,9.2518587625710537366e-20,-0.29799339175224304199,0
1,0.38000000000000022649,9.2518587625710537366e-20,-0.30793401598930358887,0
1,0.39000000000000023537,9.2518587625710537366e-20,-0.31788057088851928711,0
1,0.40000000000000024425,9.2518587625710537366e-20,-0.32783246040344238281,0
1,0.41000000000000025313,9.2518587625710537366e-20,-0.33778914809226989746,0
1,0.42000000000000026201,9.2518587625710537366e-20,-0.34775018692016601562,0
1,0.43000000000000027089,9.2518587625710537366e-20,-0.35771510004997253418,0
1,0.44000000000000027978,9.2518587625710537366e-20,-0.36768352985382080078,0
1,0.45000000000000028866,9.2518587625710537366e-20,-0.37765508890151977539,0
1,0.46000000000000029754,9.2518587625710537366e-20,-0.38762950897216796875,0
1,0.47000000000000030642,9.2518587625710537366e-20,-0.39760646224021911621,0
1,0.4800000000000003153,9.2518587625710537366e-20,-0.40758574008941650391,0
1,0.49000000000000032419,9.2518587625710537366e-20,-0.41756707429885864258,0
1,0.50000000000000033307,9.2518587625710537366e-20,-0.42755028605461120605,0
1,0.51000000000000034195,9.2518587625710537366e-20,-0.43753516674041748047,0
1,0.52000000000000035083,9.2518587625710537366e-20,-0.44752156734466552734,0
1,0.53000000000000035971,9.2518587625710537366e-20,-0.45750930905342102051,0
1,0.54000000000000036859,9.2518587625710537366e-20,-0.46749830245971679688,0
1,0.55000000000000037748,9.2518587625710537366e-20,-0.47748836874961853027,0
1,0.56000000000000038636,9.2518587625710537366e-20,-0.48747944831848144531,0
1,0.57000000000000039524,9.2518587625710537366e-20,-0.49747139215469360352,0
1,0.58000000000000040412,9.2518587625710537366e-20,-0.50746417045593261719,0
1,0.590000000000000413,1.5034270004501822154e-19,-0.51745766401290893555,0
1,0.60000000000000042188,1.5034270004501822154e-19,-0.52745175361633300781,0
1,0.61000000000000043077,1.5034270004501822154e-19,-0.53744649887084960938,0
1,0.62000000000000043965,1.5034270004501822154e-19,-0.54744172096252441406,0
1,0.63000000000000044853,1.5034270004501822154e-19,-0.55743747949600219727,0
1,0.64000000000000045741,1.5034270004501822154e-19,-0.56743359565734863281,0
1,0.65000000000000046629,1.5034270004501822154e-19,-0.57743018865585327148,0
1,0.66000000000000047518,1.5034270004501822154e-19,-0.58742702007293701172,0
1,0.67000000000000048406,1.5034270004501822154e-19,-0.5974242091178894043,0
1,0.68000000000000049294,1.5034270004501822154e-19,-0.60742169618606567383,0
1,0.69000000000000050182,1.5034270004501822154e-19,-0.61741942167282104492,0
1,0.7000000000000005107,1.5034270004501822154e-19,-0.62741738557815551758,0
1,0.71000000000000051958,1.5034270004501822154e-19,-0.63741552829742431641,0
1,0.72000000000000052847,1.5034270004501822154e-19,-0.6474139094352722168,0
1,0.73000000000000053735,1.5034270004501822154e-19,-0.65741240978240966797,0
1,0.74000000000000054623,1.5034270004501822154e-19,-0.66741102933883666992,0
1,0.75000000000000055511,1.5034270004501822154e-19,-0.67740982770919799805,0
1,0.76000000000000056399,1.5034270004501822154e-19,-0.68740874528884887695,0
1,0.77000000000000057288,1.5034270004501822154e-19,-0.69740778207778930664,0
1,0.78000000000000058176,1.5034270004501822154e-19,-0.70740687847137451172,0
1,0.79000000000000059064,1.5034270004501822154e-19,-0.71740609407424926758,0
1,0.80000000000000059952,1.5034270004501822154e-19,-0.72740536928176879883,0
1,0.8100000000000006084,1.5034270004501822154e-19,-0.73740476369857788086,0
1,0.82000000000000061728,1.5034270004501822154e-19,-0.74740415811538696289,0
1,0.83000000000000062617,1.5034270004501822154e-19,-0.75740361213684082031,0
1,0.84000000000000063505,1.5034270004501822154e-19,-0.76740318536758422852,0
1,0.85000000000000064393,1.5034270004501822154e-19,-0.77740275859832763672,0
1,0.86000000000000065281,1.5034270004501822154e-19,-0.78740239143371582031,0
1,0.87000000000000066169,1.5034270004501822154e-19,-0.79740202426910400391,0
1,0.88000000000000067057,1.5034270004501822154e-19,-0.80740171670913696289,0
1,0.89000000000000067946,1.5034270004501822154e-19,-0.81740140914916992188,0
1,0.90000000000000068834,1.5034270004501822154e-19,-0.82740116119384765625,0
1,0.91000000000000069722,1.5034270004501822154e-19,-0.83740097284317016602,0
1,0.9200000000000007061,1.5034270004501822154e-19,-0.84740078449249267578,0
1,0.93000000000000071498,1.5034270004501822154e-19,-0.85740059614181518555,0
1,0.94000000000000072387,1.5034270004501822154e-19,-0.86740040779113769531,0
1,0.95000000000000073275,1.5034270004501822154e-19,-0.87740027904510498047,0
1,0.96000000000000074163,1.5034270004501822154e-19,-0.88740015029907226562,0
1,0.97000000000000075051,1.5034270004501822154e-19,-0.89740002155303955078,0
1,0.98000000000000075939,1.5034270004501822154e-19,-0.90739989280700683594,0
1,0.99000000000000076827,1.5034270004501822154e-19,-0.91739982366561889648,0
1,1.0000000000000006661,1.5034270004501822154e-19,-0.92739969491958618164,0
1,1.010000000000000453,1.5034270004501822154e-19,-0.93739962577819824219,0
1,1.0200000000000002398,1.5034270004501822154e-19,-0.94739955663681030273,0
