"vtkValidPointMask",t,"Point Coordinates:0",y,"Point Coordinates:2"
1,0,0,0,0
1,0.010000000000000000208,0,-0.00065399997401982545853,0
1,0.020000000000000000416,0,-0.0022889999672770500183,0
1,0.025096839959225281796,0,-0.003458894556388258934,0
1,0.029158578383270770257,0,-0.0045667896047234535217,0
1,0.032654523824938462562,0,-0.0056467191316187381744,0
1,0.035776198473479986495,0,-0.0067104506306350231171,0
1,0.038625489441609789365,0,-0.0077635454945266246796,0
1,0.04126459643179054837,0,-0.0088090952485799789429,0
1,0.043734917433305847689,0,-0.0098490063101053237915,0
1,0.046065704940563764747,0,-0.010884534567594528198,0
1,0.048278561539980391348,0,-0.011916559189558029175,0
1,0.050389991456965183003,0,-0.012945715337991714478,0
1,0.052412948719650243046,0,-0.013972479850053787231,0
1,0.054357826878094483991,0,-0.014997217804193496704,0
1,0.056233118902058468191,0,-0.016020217910408973694,0
1,0.058045872687991093009,0,-0.017041707411408424377,0
1,0.059802014760872615473,0,-0.018061878159642219543,0
1,0.061506586079951339197,0,-0.019080879166722297668,0
1,0.063163917524944879212,0,-0.020098844543099403381,0
1,0.064777762947756861722,0,-0.021115876734256744385,0
1,0.066351401717387070711,0,-0.022132072597742080688,0
1,0.067887718909579758408,0,-0.023147508502006530762,0
1,0.069389268833805028969,0,-0.02416225336492061615,0
1,0.070858325950239775537,0,-0.025176368653774261475,0
1,0.072296926112147219534,0,-0.026189902797341346741,0
1,0.073706900293157073811,0,-0.027202904224395751953,0
1,0.075089902410720943404,0,-0.028215413913130760193,0
1,0.076447432463522702051,0,-0.029227465391159057617,0
1,0.077780855914115959449,0,-0.030239094048738479614,0
1,0.079091420036694698448,0,-0.031250327825546264648,0
1,0.080380267792079684863,0,-0.032261192798614501953,0
1,0.081648449672839101821,0,-0.033271707594394683838,0
1,0.082896933870554551094,0,-0.034281902015209197998,0
1,0.084126615047227293331,0,-0.035291790962219238281,0
1,0.085338321938408873146,0,-0.036301393061876296997,0
1,0.086532823973005656981,0,-0.037310726940631866455,0
1,0.087710837061036911466,0,-0.038319803774356842041,0
1,0.088873028673842613401,0,-0.039328634738922119141,0
1,0.090020022319784454012,0,-0.040337238460779190063,0
1,0.091152401501189111999,0,-0.041345626115798950195,0
1,0.092270713224256284413,0,-0.04235380515456199646,0
1,0.093375471122212005959,0,-0.043361786752939224243,0
1,0.094467158242602405904,0,-0.044369582086801528931,0
1,0.095546229541886323888,0,-0.045377194881439208984,0
1,0.096613114124075083478,0,-0.046384640038013458252,0
1,0.097668217254832184748,0,-0.047391921281814575195,0
1,0.098711922177985800264,0,-0.048399046063423156738,0
1,0.099744591757661343889,0,-0.049406018108129501343,0
1,0.10076656996608562844,0,-0.050412848591804504395,0
1,0.10177818323444251525,0,-0.051419541239738464355,0
1,0.10277974168189188409,0,-0.052426103502511978149,0
1,0.1037715402359299377,0,-0.053432535380125045776,0
1,0.10475385965561617718,0,-0.054438848048448562622,0
1,0.10572696746777343613,0,-0.055445041507482528687,0
1,0.1066911188250473097,0,-0.056451119482517242432,0
1,0.10764655729365743553,0,-0.057457089424133300781,0
1,0.10859351557776145136,0,-0.058462955057621002197,0
1,0.1095322161865607824,0,-0.05946871638298034668,0
1,0.11046287204958907258,0,-0.060474380850791931152,0
1,0.11138568708502236126,0,-0.061479952186346054077,0
1,0.11230085672532538754,0,-0.062485426664352416992,0
1,0.11320856840408694,0,-0.063490815460681915283,0
1,0.11410900200749274358,0,-0.064496122300624847412,0
1,0.11500233029352763259,0,-0.065501339733600616455,0
1,0.1158887192816840106,0,-0.066506475210189819336,0
1,0.11676832861567565391,0,-0.067511536180973052979,0
1,0.11764131190140902916,0,-0.068516522645950317383,0
1,0.11850781702224560954,0,-0.069521434605121612549,0
1,0.11936798643339399661,0,-0.070526272058486938477,0
1,0.12022195743709676585,0,-0.07153104245662689209,0
1,0.12106986244012285514,0,-0.072535738348960876465,0
1,0.12191182919493701031,0,-0.073540374636650085449,0
1,0.12274798102579428938,0,-0.074544951319694519043,0
1,0.12357843704089635506,0,-0.075549460947513580322,0
1,0.1244033123316460876,0,-0.076553910970687866211,0
1,0.12522271815994712174,0,-0.077558301389217376709,0
1,0.12603676213441428189,0,-0.078562632203102111816,0
1,0.12684554837628703172,0,-0.079566910862922668457,0
1,0.12764917767577266261,0,-0.080571137368679046631,0
1,0.12844774763948541008,0,-0.081575311720371246338,0
1,0.12924135282959442472,0,-0.082579426467418670654,0
1,0.13003008489524303659,0,-0.083583496510982513428,0
1,0.13081403269675856427,0,-0.084587514400482177734,0
1,0.13159328242313012014,0,-0.085591487586498260498,0
1,0.13236791770319505934,0,-0.086595408618450164795,0
1,0.1331380197109419683,0,-0.087599292397499084473,0
1,0.13390366726530567032,0,-0.088603124022483825684,0
1,0.1346649369248030248,0,-0.089606910943984985352,0
1,0.13542190307733187327,0,-0.0906106606125831604,0
1,0.13617463802543178231,0,-0.091614365577697753906,0
1,0.1369232120672843056,0,-0.092618033289909362793,0
1,0.13766769357371005933,0,-0.093621656298637390137,0
1,0.13840814906140169738,0,-0.094625242054462432861,0
1,0.13914464326261583027,0,-0.095628790557384490967,0
1,0.13987723919153072227,0,-0.096632301807403564453,0
1,0.14060599820746272348,0,-0.09763577580451965332,0
1,0.14133098007512173711,0,-0.098639212548732757568,0
1,0.14205224302207308806,0,-0.099642612040042877197,0
1,0.14276984379356294497,0,-0.10064598172903060913,0
1,0.14348383770485351185,0,-0.10164931416511535645,0
1,0.14419427869120482466,0,-0.10265261679887771606,0
1,0.14490121935563166078,0,-0.10365588217973709106,0
1,0.14560471101455496612,0,-0.10465911775827407837,0
1,0.14630480374146070943,0,-0.10566232353448867798,0
