"vtkValidPointMask",t,"Point Coordinates:0",y,"Point Coordinates:2"
1,1.3617102254597313049,0,-9.1048231124877929688,0
1,1.3632074132942442191,0,-9.1248369216918945312,0
1,1.3647029567924735538,0,-9.1448516845703125,0
1,1.366196861362360071,0,-9.1648664474487304688,0
1,1.3676891323822606417,0,-9.1848812103271484375,0
1,1.369179775201172955,0,-9.2048959732055664062,0
1,1.3706687951389606717,0,-9.2249097824096679688,0
1,1.3721561974865741362,0,-9.2449245452880859375,0
1,1.3736419875062706453,0,-9.2649393081665039062,0
1,1.3751261704318311629,0,-9.2849531173706054688,0
1,1.3766087514687770366,0,-9.3049678802490234375,0
1,1.378089735794581383,0,-9.324981689453125,0
1,1.3795691285588809194,0,-9.3449964523315429688,0
1,1.3810469348836860171,0,-9.3650112152099609375,0
1,1.3825231598635863151,0,-9.3850250244140625,0
1,1.3839978085659567775,0,-9.4050388336181640625,0
1,1.3854708860311606422,0,-9.4250535964965820312,0
1,1.3869423972727501493,0,-9.4450674057006835938,0
1,1.3884123472776668251,0,-9.4650821685791015625,0
1,1.3898807410064373258,0,-9.485095977783203125,0
1,1.3913475833933701686,0,-9.5051097869873046875,0
1,1.3928128793467493551,0,-9.52512359619140625,0
1,1.3942766337490248851,0,-9.5451383590698242188,0
1,1.3957388514570046034,0,-9.5651521682739257812,0
1,1.3971995373020407172,0,-9.5851659774780273438,0
1,1.3986586960902172017,0,-9.6051797866821289062,0
1,1.4001163326025336531,0,-9.6251935958862304688,0
1,1.4015724515950895857,0,-9.6452074050903320312,0
1,1.4030270577992638437,0,-9.6652212142944335938,0
1,1.4044801559218957898,0,-9.6852350234985351562,0
1,1.4059317506454624969,0,-9.7052488327026367188,0
1,1.4073818466282541628,0,-9.7252626419067382812,0
1,1.4088304485045499703,0,-9.7452764511108398438,0
1,1.4102775608847899491,0,-9.7652902603149414062,0
1,1.4117231883557477268,0,-9.7853040695190429688,0
1,1.4131673354806983944,0,-9.8053178787231445312,0
1,1.4146100067995881489,0,-9.8253307342529296875,0
1,1.4160512068292008259,0,-9.84534454345703125,0
1,1.4174909400633226575,0,-9.8653583526611328125,0
1,1.4189292109729052527,0,-9.885372161865234375,0
1,1.4203660240062294662,0,-9.9053850173950195312,0
1,1.4218013835890639385,0,-9.9253988265991210938,0
1,1.4232352941248263001,0,-9.9454126358032226562,0
1,1.4246677599947399351,0,-9.9654254913330078125,0
1,1.4260987855579894124,0,-9.985439300537109375,0
1,1.4275283751518776931,0,-10.005452156066894531,0
1,1.4289565330919771213,0,-10.025465965270996094,0
1,1.4303832636722830784,0,-10.04547882080078125,0
1,1.4318085711653645298,0,-10.065492630004882812,0
1,1.4332324598225127943,0,-10.085505485534667969,0
1,1.4346549338738907586,0,-10.105518341064453125,0
