"vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
1,1.0247023555398784289,0,-4.830905914306640625,0
1,1.0248084276469477949,0,-4.8319058418273925781,0
1,1.0249144876103430946,0,-4.8329057693481445312,0
1,1.0250205354826622539,0,-4.8339052200317382812,0
1,1.0251265713141273217,0,-4.8349051475524902344,0
1,1.0252325951526986003,0,-4.8359045982360839844,0
1,1.0253386189912698789,0,-4.8369045257568359375,0
1,1.0254446304216924268,0,-4.8379039764404296875,0
1,1.0255506295101710634,0,-4.8389039039611816406,0
1,1.0256566163198748143,0,-4.8399038314819335938,0
1,1.0257625909110839046,0,-4.8409032821655273438,0
1,1.0258685533413305357,0,-4.8419032096862792969,0
1,1.0259745036655312234,0,-4.8429026603698730469,0
1,1.0260804419361124751,0,-4.843902587890625,0
1,1.0261863682031320266,0,-4.84490203857421875,0
1,1.026292282514393861,0,-4.8459019660949707031,0
1,1.0263981968256556954,0,-4.8469018936157226562,0
1,1.0265040987671807393,0,-4.8479013442993164062,0
1,1.0266099884049597613,0,-4.8489012718200683594,0
1,1.0267158658019579498,0,-4.8499011993408203125,0
1,1.026821731018260575,0,-4.8509006500244140625,0
1,1.0269275841112133207,0,-4.8519005775451660156,0
1,1.0270334251355537347,0,-4.8529000282287597656,0
1,1.0271392541435386825,0,-4.8538999557495117188,0
1,1.0272450711850624749,0,-4.8548994064331054688,0
1,1.0273508763077727757,0,-4.8558993339538574219,0
1,1.0274566814304830764,0,-4.856899261474609375,0
1,1.0275624742216709073,0,-4.857898712158203125,0
1,1.0276682547471143181,0,-4.8588986396789550781,0
1,1.0277740230695755486,0,-4.8598980903625488281,0
1,1.0278797792489458018,0,-4.8608980178833007812,0
1,1.0279855233423851324,0,-4.8618979454040527344,0
1,1.0280912554044538965,0,-4.8628973960876464844,0
1,1.0281969754872388734,0,-4.8638973236083984375,0
1,1.0283026836404722815,0,-4.8648967742919921875,0
1,1.0284083799116472413,0,-4.8658967018127441406,0
1,1.0285140761828222011,0,-4.8668961524963378906,0
1,1.0286197601604922802,0,-4.8678960800170898438,0
1,1.0287254319102241418,0,-4.8688960075378417969,0
1,1.0288310914945779651,0,-4.8698954582214355469,0
1,1.0289367389732522184,0,-4.8708953857421875,0
1,1.0290423744032226594,0,-4.8718953132629394531,0
1,1.0291479978388728966,0,-4.8728947639465332031,0
1,1.0292536093321209556,0,-4.8738946914672851562,0
1,1.0293592089325382943,0,-4.8748941421508789062,0
1,1.0294647966874630463,0,-4.8758940696716308594,0
1,1.0295703844423877982,0,-4.8768935203552246094,0
1,1.0296759599416303033,0,-4.8778934478759765625,0
1,1.0297815232505476146,0,-4.8788933753967285156,0
1,1.029887074431498295,0,-4.8798928260803222656,0
1,1.0299926135439894104,0,-4.8808927536010742188,0
1,1.0300981406448124211,0,-4.8818922042846679688,0
1,1.0302036557881759649,0,-4.8828921318054199219,0
1,1.0303091590258302013,0,-4.8838915824890136719,0
1,1.0304146504071862722,0,-4.884891510009765625,0
1,1.0305201299794286562,0,-4.885890960693359375,0
1,1.0306256095516710403,0,-4.8868908882141113281,0
1,1.0307310769058606326,0,-4.8878908157348632812,0
1,1.0308365321071448761,0,-4.8888902664184570312,0
1,1.0309419752176829377,0,-4.8898901939392089844,0
1,1.0310474062967904807,0,-4.8908901214599609375,0
1,1.0311528254010764449,0,-4.8918895721435546875,0
1,1.031258232584575385,0,-4.8928894996643066406,0
1,1.0313636278988704831,0,-4.8938889503479003906,0
1,1.0314690113932130089,0,-4.8948888778686523438,0
1,1.0315743831146346743,0,-4.8958883285522460938,0
1,1.0316797548360563397,0,-4.8968882560729980469,0
1,1.0317851143768623778,0,-4.89788818359375,0
1,1.031890461801992398,0,-4.89888763427734375,0
1,1.0319957971734066149,0,-4.8998875617980957031,0
1,1.0321011205502306218,0,-4.9008874893188476562,0
1,1.0322064319888917261,0,-4.9018869400024414062,0
1,1.0323117315432508434,0,-4.9028868675231933594,0
1,1.0324170192647255107,0,-4.9038863182067871094,0
1,1.0325222952024080136,0,-4.9048862457275390625,0
1,1.0326275594031786298,0,-4.9058856964111328125,0
1,1.0327328236039492459,0,-4.9068856239318847656,0
1,1.032838075661350441,0,-4.9078855514526367188,0
1,1.0329433156401144345,0,-4.9088850021362304688,0
1,1.0330485436020042656,0,-4.9098849296569824219,0
1,1.0331537596059567896,0,-4.9108843803405761719,0
1,1.0332589637082185696,0,-4.911884307861328125,0
1,1.0333641559624777706,0,-4.912883758544921875,0
1,1.0334693364199867283,0,-4.9138836860656738281,0
1,1.0335745051296800767,0,-4.9148836135864257812,0
1,1.033679662138286659,0,-4.9158830642700195312,0
1,1.0337848191468932413,0,-4.9168829917907714844,0
1,1.0338899640491874266,0,-4.9178824424743652344,0
1,1.0339950969096958211,0,-4.9188823699951171875,0
1,1.0341002177899842884,0,-4.9198822975158691406,0
1,1.0342053267488013901,0,-4.9208817481994628906,0
1,1.0343104238422151653,0,-4.9218816757202148438,0
1,1.0344155091237410282,0,-4.9228811264038085938,0
1,1.0345205826444674457,0,-4.9238810539245605469,0
1,1.0346256444531722885,0,-4.9248805046081542969,0
1,1.0347306945964338531,0,-4.92588043212890625,0
1,1.0348357447396954178,0,-4.9268803596496582031,0
1,1.0349407828135128717,0,-4.9278798103332519531,0
1,1.0350458088822085401,0,-4.9288797378540039062,0
1,1.0351508230071528871,0,-4.9298791885375976562,0
1,1.0352558252469075128,0,-4.9308791160583496094,0
1,1.0353608156573610444,0,-4.9318790435791015625,0
1,1.0354657942918588098,0,-4.9328784942626953125,0
1,1.0355707612013258512,0,-4.9338784217834472656,0
1,1.0356757164343832756,0,-4.9348778724670410156,0
1,1.0357806600374601658,0,-4.9358777999877929688,0
1,1.035885603640537056,0,-4.9368772506713867188,0
1,1.0359905352108524923,0,-4.9378771781921386719,0
1,1.0360954548125240748,0,-4.938877105712890625,0
1,1.0362003625067282009,0,-4.939876556396484375,0
1,1.036305258351839953,0,-4.9408764839172363281,0
1,1.0364101424035712107,0,-4.9418759346008300781,0
1,1.0365150147150967719,0,-4.9428758621215820312,0
1,1.0366198753371791419,0,-4.9438757896423339844,0
1,1.0367247243182839966,0,-4.9448752403259277344,0
1,1.0368295617046920931,0,-4.9458751678466796875,0
1,1.0369343990911001896,0,-4.9468746185302734375,0
1,1.0370392244812429716,0,-4.9478745460510253906,0
1,1.0371440379390359787,0,-4.9488744735717773438,0
1,1.0372488395254619853,0,-4.9498739242553710938,0
1,1.0373536292987113328,0,-4.9508738517761230469,0
1,1.037458407314318265,0,-4.9518733024597167969,0
1,1.0375631736252892701,0,-4.95287322998046875,0
1,1.0376679282822247607,0,-4.9538726806640625,0
1,1.037772671333436314,0,-4.9548726081848144531,0
1,1.0378774028250568051,0,-4.9558720588684082031,0
1,1.0379821343166772962,0,-4.9568719863891601562,0
1,1.0380868538483447594,0,-4.9578719139099121094,0
1,1.0381915614837735617,0,-4.9588713645935058594,0
1,1.0382962572837532989,0,-4.9598712921142578125,0
1,1.0384009413062909033,0,-4.9608712196350097656,0
1,1.0385056136067443155,0,-4.9618706703186035156,0
1,1.038610274237952158,0,-4.9628705978393554688,0
1,1.0387149232503545271,0,-4.9638700485229492188,0
1,1.0388195606921084568,0,-4.9648699760437011719,0
1,1.038924186609199829,0,-4.9658694267272949219,0
1,1.0390288125262912011,0,-4.966869354248046875,0
1,1.0391334265195593112,0,-4.9678692817687988281,0
1,1.0392380286525177979,0,-4.9688687324523925781,0
1,1.0393426189857648545,0,-4.9698686599731445312,0
1,1.0394471975771240047,0,-4.9708681106567382812,0
1,1.0395517644817791059,0,-4.9718680381774902344,0
1,1.0396563197524009148,0,-4.9728674888610839844,0
1,1.0397608634392692117,0,-4.9738674163818359375,0
1,1.0398653955903891521,0,-4.9748668670654296875,0
1,1.0399699162515996242,0,-4.9758667945861816406,0
1,1.0400744369128100963,0,-4.9768667221069335938,0
1,1.0401789456861449956,0,-4.9778661727905273438,0
1,1.0402834426349190089,0,-4.9788661003112792969,0
1,1.040387927819539815,0,-4.97986602783203125,0
1,1.0404924012976488612,0,-4.980865478515625,0
1,1.0405968631242554778,0,-4.9818654060363769531,0
1,1.0407013133518643322,0,-4.9828648567199707031,0
1,1.0408057520305962207,0,-4.9838647842407226562,0
1,1.0409101792083039761,0,-4.9848642349243164062,0
1,1.0410145949306808255,0,-4.9858641624450683594,0
1,1.0411190106530576749,0,-4.9868636131286621094,0
1,1.0412234145233272287,0,-4.9878635406494140625,0
1,1.0413278066046052217,0,-4.9888634681701660156,0
1,1.0414321869571097068,0,-4.9898629188537597656,0
1,1.0415365556383009427,0,-4.9908628463745117188,0
1,1.0416409127030155091,0,-4.9918627738952636719,0
1,1.041745258203592428,0,-4.9928622245788574219,0
1,1.0418495921899944001,0,-4.993862152099609375,0
1,1.0419539147099223797,0,-4.994861602783203125,0
1,1.0420582258089257088,0,-4.9958615303039550781,0
1,1.042162536907929038,0,-4.9968609809875488281,0
1,1.0422668361904134926,0,-4.9978609085083007812,0
1,1.042371123719297632,0,-4.9988608360290527344,0
1,1.0424753995546112151,0,-4.9998602867126464844,0
1,1.0425796637536342004,0,-5.0008602142333984375,0
1,1.0426839163710308611,0,-5.0018596649169921875,0
1,1.0427881574589759062,0,-5.0028595924377441406,0
1,1.0428923870672743845,0,-5.0038590431213378906,0
1,1.0429966052434771484,0,-5.0048589706420898438,0
1,1.0431008120329887667,0,-5.0058584213256835938,0
1,1.0432050188225003851,0,-5.0068583488464355469,0
1,1.0433092138309043584,0,-5.0078582763671875,0
1,1.0434133971209225145,0,-5.00885772705078125,0
1,1.0435175687523972066,0,-5.0098576545715332031,0
1,1.0436217287824294253,0,-5.0108575820922851562,0
1,1.0437258772655115813,0,-5.0118570327758789062,0
1,1.0438300142536549586,0,-5.0128569602966308594,0
1,1.0439341397965078428,0,-5.0138564109802246094,0
1,1.0440382539414709839,0,-5.0148563385009765625,0
1,1.0441423567338063982,0,-5.0158557891845703125,0
1,1.0442464595261418125,0,-5.0168557167053222656,0
1,1.0443505505726040639,0,-5.0178556442260742188,0
1,1.0444546299357200247,0,-5.0188550949096679688,0
1,1.0445586976751446429,0,-5.0198550224304199219,0
1,1.044662753847800829,0,-5.0208544731140136719,0
1,1.0447667985080113517,0,-5.021854400634765625,0
1,1.0448708317076236263,0,-5.022853851318359375,0
1,1.0449748534961305069,0,-5.0238537788391113281,0
1,1.0450788639207839736,0,-5.0248532295227050781,0
1,1.0451828630267034903,0,-5.0258531570434570312,0
1,1.045286862132623007,0,-5.0268530845642089844,0
1,1.0453908495277284274,0,-5.0278525352478027344,0
1,1.0454948252743525572,0,-5.0288524627685546875,0
1,1.0455987894319647147,0,-5.0298523902893066406,0
1,1.045702742057310175,0,-5.0308518409729003906,0
1,1.0458066832045420647,0,-5.0318517684936523438,0
1,1.0459106129253461503,0,-5.0328512191772460938,0
1,1.0460145312690602992,0,-5.0338511466979980469,0
1,1.0461184382827881656,0,-5.0348505973815917969,0
1,1.0462223340115071046,0,-5.03585052490234375,0
1,1.0463262297402260437,0,-5.0368499755859375,0
1,1.0464301137930163144,0,-5.0378499031066894531,0
1,1.0465339862320166553,0,-5.0388498306274414062,0
1,1.0466378471165125319,0,-5.0398492813110351562,0
1,1.0467416965030724718,0,-5.0408492088317871094,0
1,1.0468455344456808476,0,-5.0418486595153808594,0
1,1.0469493609958622216,0,-5.0428485870361328125,0
1,1.0470531762028003619,0,-5.0438480377197265625,0
1,1.0471569801134514854,0,-5.0448479652404785156,0
1,1.0472607727726517268,0,-5.0458474159240722656,0
1,1.0473645654318519682,0,-5.0468473434448242188,0
1,1.0474683464498357743,0,-5.0478472709655761719,0
1,1.0475721158885495932,0,-5.0488467216491699219,0
1,1.0476758738070950372,0,-5.049846649169921875,0
1,1.0477796202618656629,0,-5.0508465766906738281,0
1,1.047883355306677533,0,-5.0518460273742675781,0
1,1.0479870789928948938,0,-5.0528459548950195312,0
1,1.0480907913695478584,0,-5.0538454055786132812,0
1,1.0481944924834460942,0,-5.0548453330993652344,0
1,1.0482981823792858478,0,-5.0558447837829589844,0
1,1.0484018722751256014,0,-5.0568447113037109375,0
1,1.0485055505642897344,0,-5.0578446388244628906,0
1,1.0486092173085332924,0,-5.0588440895080566406,0
1,1.0487128725667749229,0,-5.0598440170288085938,0
1,1.0488165163952332115,0,-5.0608434677124023438,0
1,1.0489201488475576873,0,-5.0618433952331542969,0
1,1.0490237699749531686,0,-5.0628428459167480469,0
1,1.0491273798262970018,0,-5.0638427734375,0
1,1.0492309784482531931,0,-5.0648427009582519531,0
1,1.0493345658853781011,0,-5.0658421516418457031,0
